numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
312,4.0,Investment Management,portfolio,24.34,Bachelor,cubist,harvard university,2
500,5.0,Software Development,teacher,11.57,Master,university at buffalo,university at buffalo school of management the state university of new york,0
500,6.0,Retail,strategist,13.33,Bachelor,parfums quartana,rutgers college,1
500,5.0,Higher Education,professor,20.83,Doctor,utrecht university,yale law school,3
500,7.0,Investment Management,portfolio,29.25,MBA,bentley road group llc,nyu stern school of business,0
500,1.0,Management Consulting,student worker,17.4,Master,arcade beauty,columbia university school of professional studies,0
442,1.0,"Museums, Historical Sites, and Zoos",records,13.66,Master,at t,new york university,0
500,4.0,Venture Capital and Private Equity Principals,ambassador,8.67,Bachelor,alixpartners,columbia university in the city of new york,1
300,4.0,Advertising Services,marketing coordinator,6.75,Bachelor,young rubicam,boston university,2
500,6.0,Information Technology & Services,security architect,23.09,Master,samsung sds,rensselaer polytechnic institute,0
355,2.0,Real Estate,real estate agent,15.41,Bachelor,real new york,university of leeds,2
500,2.0,Law Practice,lawyer,20.75,Doctor,career break,new york university,3
500,5.0,Entertainment,producer,10.84,Bachelor,macmillan audio,the ohio state university,1
500,6.0,Government Administration,professor,16.25,empty,luminary,university of california berkeley,0
368,1.0,Photography,graphic designer,3.16,Bachelor,aoki photography llc,savannah college of art and design,2
500,6.0,Higher Education,capital markets,23.75,Bachelor,capco,finra,1
500,2.0,Computer Software,research,5.25,Bachelor,goldman sachs,columbia engineering,1
427,1.0,Media Production,journalist,23.58,Master,cnn,craig newmark graduate school of journalism at cuny,0
500,1.0,Non-profit Organizations,social,9.59,Doctor,suffolk county bar association,dowling college,3
500,5.0,Non-profit Organization Management,education,8.83,Bachelor,ndn collective,arizona state university,1
500,3.0,Financial Services,tax preparer,5.34,Bachelor,celonis,auburn university harbert college of business,1
500,4.0,Construction,construction engineer,24.0,MBA,metro real estate development corp,hofstra university zarb school of business,0
500,4.0,Hospitals and Health Care,clinical pharmacist,18.75,empty,memorial sloan kettering cancer center,university of north carolina at chapel hill,0
456,5.0,Music,video editor,10.01,Bachelor,business insider,city university of new york hunter college,1
322,2.0,Non-profit Organization Management,coordinator,18.17,Bachelor,american council of learned societies acls,hunter college,2
500,5.0,Cosmetics,market,14.08,MBA,libo cosmetics co ltd,the university of texas at arlington,0
500,7.0,Entertainment Providers,creative,21.41,empty,groupm,ucla,0
396,1.0,Education Administration Programs,style,11.42,Bachelor,bergdorf goodman,barnard college,1
436,1.0,Photography,artist,4.16,Bachelor,the lower eastside girls club of new york,new york university,1
302,4.0,Design Services,marketing consultant,20.75,Bachelor,preventive care tax liability advisor,queens college,2
500,3.0,Advertising Services,digital account,6.74,Master,comcast,new york university,0
428,5.0,Design Services,graphic designer,8.91,Bachelor,the estée lauder companies inc,new jersey institute of technology,1
157,2.0,Higher Education,teaching,14.49,Doctor,university of illinois urbana champaign,university of illinois urbana champaign,2
500,5.0,Financial Services,capital markets,29.74,Master,lexington partners,thomas jefferson university,0
500,6.0,Medical Practices,medical,31.67,Doctor,roy g geronemus md,university of miami leonard m miller school of medicine,3
250,1.0,Architecture & Planning,architect,5.42,Bachelor,urban architectural initiatives ra pc,rensselaer polytechnic institute,2
500,3.0,Marketing & Advertising,brand marketing,12.66,MBA,church dwight co inc,nyu stern school of business,0
500,4.0,Design,production,13.49,Bachelor,bb props,new york institute of technology,1
266,2.0,Musicians,actor,47.0,empty,john goldfarb please come home,columbia university in the city of new york,2
500,5.0,Biotechnology,research scientist,12.33,Doctor,azenta life sciences,dartmouth college,3
157,3.0,Accounting,auditor,0.17,Bachelor,ey,university at buffalo,2
372,2.0,Broadcast Media Production and Distribution,network administrator,18.25,empty,custom computer specialists,nassau community college,2
500,3.0,Financial Services,finance,3.16,Bachelor,faropoint,baruch college,1
500,5.0,Pharmaceutical Manufacturing,medical affairs,19.67,Doctor,syndax pharmaceuticals,temple university lewis katz school of medicine,3
500,3.0,Law Practice,law,10.74,Doctor,kim serritella llp,university of pennsylvania carey law school,3
321,7.0,Computer and Network Security,md,0.5,Bachelor,vertu consulting,southeast missouri state university,2
500,5.0,Legal Services,counsel,30.25,Doctor,unified law group pb llc,university of connecticut school of law,3
348,6.0,Insurance,investment,30.33,Doctor,aon reinsurance solutions,new york university,2
500,5.0,Marketing and Advertising,creative,9.51,Bachelor,ogilvy,the university of texas at austin,1
500,6.0,"Technology, Information and Internet",creative,8.26,Bachelor,1638 digital,university of wales cardiff,1
500,3.0,Advertising Services,analytics,10.16,Master,horizon media,university of virginia,0
217,2.0,Hospitals and Health Care,research scientist,24.83,Doctor,weill cornell medicine,wesleyan university,2
500,4.0,Computer Software,product design,12.15,Master,walmart,duke university,0
345,3.0,Hospital & Health Care,teaching,16.17,Doctor,the george washington university school of medicine and health sciences,the george washington university school of medicine and health sciences,2
500,5.0,Apparel & Fashion,design,7.17,Bachelor,signal brands,north carolina state university,1
500,2.0,Research Services,developer,20.25,Doctor,hudson river trading,university of california davis,3
500,5.0,Entertainment Providers,producer,29.75,empty,mccann new york,aftrs,0
407,2.0,Pharmaceuticals,statistician,9.0,Doctor,boehringer ingelheim,university of michigan rackham graduate school,3
376,5.0,Information Technology & Services,it,7.34,Master,national museum of the american people,umass boston,0
500,5.0,Business Consulting and Services,data analytics,16.75,Master,novartis,the london school of economics and political science lse,0
424,5.0,Airlines and Aviation,strategy business development,26.5,Bachelor,conciel,washington university in st louis olin business school,1
320,2.0,Research Services,research,18.33,Doctor,cold spring harbor laboratory,columbia university in the city of new york,2
500,2.0,Civic & Social Organization,public relations,4.42,empty,instituto tecnológico de aguascalientes,the university of toledo,0
500,7.0,Pharmaceuticals,medical,26.92,Doctor,vivace therapeutics inc,roswell park cancer institute,3
403,4.0,"Health, Wellness & Fitness",rn,15.91,Doctor,hospital for special surgery,columbia university in the city of new york,3
500,2.0,Software Development,software engineer,2.08,Master,google,columbia engineering,0
500,6.0,Public Relations and Communications Services,media relations,8.42,empty,teneo,the university of texas at austin,0
211,4.0,Information Technology & Services,software architect,12.91,Bachelor,ltimindtree,sant gadge baba amravati university amravati,2
347,3.0,Law Practice,law,12.41,Doctor,law office of linda j hockstein,new york law school,3
188,1.0,Wellness and Fitness Services,sales representative,21.0,Bachelor,dynamic labs,state university of ny buffalo,2
365,3.0,Research Services,teaching,12.59,Doctor,new york university,national institute of informatics,2
500,5.0,Investment Banking,research analyst,8.5,MBA,canaccord genuity global capital markets,university of miami herbert business school,0
500,4.0,Architecture and Planning,architect,36.49,Master,studio link arc llc,new jersey institute of technology,0
358,1.0,Internet,social media marketing,5.34,Bachelor,doximity,rutgers business school,1
475,1.0,Financial Services,phlebotomist,6.34,Bachelor,knipper health,penn foster,1
253,4.0,Biotechnology,research scientist,7.16,Doctor,mantle therapeutics,icahn school of medicine at mount sinai,2
266,1.0,Newspaper Publishing,press,11.67,Master,advanced optowave corporation,baruch college,2
500,7.0,Financial Services,administrative coordinator,27.16,Master,geller advisors llc,ipec coaching,0
500,6.0,Business Consulting and Services,financial officer,23.33,empty,fti consulting,katherine gibbs school,0
500,5.0,Hospital & Health Care,teaching,10.41,Master,icahn school of medicine at mount sinai,new york university,0
500,3.0,Higher Education,journalist,33.0,Bachelor,medforth global healthcare education,university of miami,1
500,5.0,Medical Practice,physician,14.08,empty,hackensack meridian health,bharati vidyapeeth medical college pune,0
472,3.0,IT Services and IT Consulting,business consultant,43.84,empty,self employed,lehigh university college of business,0
500,4.0,Pharmaceuticals,research scientist,14.92,Doctor,wuxi biologics,peking university,3
191,5.0,Non-Profit Organization Management,technical product,22.42,MBA,gs1 us,product school,2
205,1.0,Government Administration,development coordinator,3.59,empty,bronx river alliance,hunter college,2
500,5.0,Non-profit Organization Management,editor,25.67,Master,tinuiti,harvard university,0
273,4.0,Philanthropic Fundraising Services,consulting,36.92,Bachelor,marketing sales and philanthropic consulting,rutgers university,2
500,7.0,Hospital & Health Care,clinical,19.75,Bachelor,newyork presbyterian hospital,university of south carolina,1
345,5.0,Personal Care Product Manufacturing,key account sales,17.0,empty,mana products,saint joseph s university,2
500,5.0,Advertising Services,creative,10.84,Master,area 23,miami ad school,0
500,3.0,Investment Banking,investment banking,3.75,Master,liontree,the university of western australia,0
500,4.0,Apparel & Fashion,sales,18.67,Bachelor,ripple junction design co,laboratory institute of merchandising,1
500,4.0,Consumer Goods,mergers acquisitions,21.08,Bachelor,designlab,georgetown university,1
500,5.0,Advertising Services,creative,29.0,Bachelor,freelance,lee strasberg theatre institute,1
500,3.0,Electrical & Electronic Manufacturing,research scientist,11.09,Doctor,columbia university,korea advanced institute of science and technology,3
368,2.0,Hospitals and Health Care,teaching,3.58,Doctor,weill cornell medicine,columbia university in the city of new york,2
372,3.0,Performing Arts,teacher,7.41,Bachelor,new york city center,university of michigan college of literature science and the arts,1
500,5.0,Retail,style,26.33,empty,american dream,fashion institute of design merchandising,0
500,2.0,Architecture & Planning,architecture,9.34,Master,metropolitan transportation authority,new england institute of technology,0
500,7.0,Renewable Energy Semiconductor Manufacturing,officer,32.07,Master,east energy renewables,duke university,0
500,3.0,International Affairs,law,18.09,Doctor,akin gump strauss hauer feld llp,university of ottawa,3
500,6.0,Investment Management,wealth,18.67,Bachelor,magnus financial group llc,the american college of financial services,1
500,3.0,Media Production,substitute teacher,13.43,Bachelor,natural resources defense council nrdc,allegheny college,1
268,2.0,Law Practice,teacher,18.81,Master,rainbow getaways,santa monica college,2
500,5.0,Banking,equity analyst,4.08,Bachelor,education growth partners,university of north carolina at chapel hill,1
453,2.0,International Affairs,law,10.15,Doctor,perkins coie llp,american university washington college of law,3
